panel,env,env_steps,sigma_s,t_frac,contact_mean,contact_se,rel_delta_mean,rel_delta_se,delta_f_mean,delta_f_se,epsilon,survival_rel,survival_rel_lo,survival_rel_hi,survival_rel_gauss010,survival_rel_gauss025
A,sawyer_handle_press_side,100200,52.823174160306955,0.7,0.125,0.016535945694153693,0.16568457870871825,0.003420124727739606,8.751985356807708,0.18066184414336162,,,,,,
A,sawyer_handle_press_side,100200,52.823174160306955,0.7666666666666666,0.125,0.016535945694153693,0.1716730210491157,0.003897690051347793,9.068313889503479,0.20588836040524022,,,,,,
A,sawyer_handle_press_side,100200,52.823174160306955,0.8333333333333334,0.14,0.01734935157289747,0.17581853961654595,0.0044354354987483306,9.287293338775635,0.23429378182719102,,,,,,
A,sawyer_handle_press_side,100200,52.823174160306955,0.9,0.145,0.01760504189145825,0.1616019469132942,0.003832649354507186,8.536327786445618,0.20245270434852108,,,,,,
A,sawyer_handle_press_side,100200,52.823174160306955,0.9666666666666667,0.1125,0.015799030824705674,0.15958444117766038,0.002965717504253177,8.429756729602813,0.15665861223743646,,,,,,
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.046371277369623105,0.9986666666666667,0.9981666666666666,0.9991666666666666,0.08516666666666667,0.6043333333333333
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.09274255473924621,0.8891666666666667,0.8846666666666667,0.8933333333333333,0.003833333333333333,0.097
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.13911383210886932,0.5636666666666666,0.5564466666666666,0.5700266666666667,0.0,0.016166666666666666
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.18548510947849242,0.2833333333333333,0.2774466666666667,0.28902666666666665,0.0,0.0025
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.23185638684811552,0.12,0.11633333333333333,0.12383333333333334,0.0,0.0005
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.27822766421773865,0.0655,0.062,0.0685,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.32459894158736174,0.03833333333333333,0.035833333333333335,0.04066666666666666,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.37097021895698484,0.019166666666666665,0.0175,0.020833333333333332,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.41734149632660794,0.008666666666666666,0.007639999999999999,0.009833333333333333,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.46371277369623104,0.0021666666666666666,0.00164,0.0028333333333333335,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.5100840510658542,0.0005,0.00016666666666666666,0.0008333333333333334,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.5564553284354773,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.6028266058051004,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.6491978831747235,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.6955691605443466,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.7419404379139697,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.7883117152835928,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.8346829926532159,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.881054270022839,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.9274255473924621,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,0.9737968247620852,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.0201681021317084,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.0665393795013314,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.1129106568709546,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.1592819342405776,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.2056532116102008,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.2520244889798238,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.298395766349447,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.34476704371907,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.3911383210886932,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.4375095984583162,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.4838808758279394,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.5302521531975626,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.5766234305671856,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.6229947079368088,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.6693659853064318,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.715737262676055,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.762108540045678,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.8084798174153012,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.8548510947849242,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.9012223721545474,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.9475936495241704,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,1.9939649268937936,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.0403362042634168,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.0867074816330398,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.1330787590026627,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.1794500363722857,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.225821313741909,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.272192591111532,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.318563868481155,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.3649351458507786,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.4113064232204016,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.4576777005900245,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.5040489779596475,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.550420255329271,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.596791532698894,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.643162810068517,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.68953408743814,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.7359053648077634,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.7822766421773863,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.8286479195470093,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.8750191969166323,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.9213904742862558,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,2.9677617516558787,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.0141330290255017,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.060504306395125,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.106875583764748,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.153246861134371,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.199618138503994,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.2459894158736176,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.2923606932432405,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.3387319706128635,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.3851032479824865,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.43147452535211,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.477845802721733,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.524217080091356,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.570588357460979,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.6169596348306023,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.6633309122002253,0.0,0.0,0.0,0.0,0.0
B,sawyer_handle_press_side,100200,52.823174160306955,,,,,,,,3.7097021895698483,0.0,0.0,0.0,0.0,0.0
A,sawyer_window_close,250500,26.818150826119496,0.03333333333333333,0.0,0.0,0.7292284732087606,0.00880882415574952,19.55655918121338,0.23623637480965537,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.1,0.0,0.0,0.5564103976156469,0.00773511449699917,14.92189796447754,0.20744146723782717,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.16666666666666669,0.1275,0.016676611616272655,0.4178657612256481,0.004382646440365551,11.206387009620666,0.11753447325527906,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.23333333333333334,0.19,0.019615045245933032,0.46302665598744225,0.006795097217667573,12.417518696784974,0.18223194206155394,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.3,0.1875,0.019515618744994995,0.45125065784086876,0.0073922706023831705,12.10170820236206,0.19824702796220106,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.3666666666666667,0.135,0.017086178624841776,0.47805920112962225,0.012626910389587905,12.820663759708404,0.3386303872958638,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.43333333333333335,0.0475,0.010635289135702893,0.5181283606976236,0.014067626574988367,13.895244524478912,0.3772677312535649,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.5,0.0,0.0,0.6093915395928613,0.017040596142869728,16.342754220962526,0.45699727752647057,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.5666666666666667,0.0,0.0,0.7235388499373165,0.01965644444788599,19.403974006175996,0.5271494919086456,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.6333333333333333,0.0,0.0,0.8077098530813035,0.019035738325101286,21.661284663677215,0.5105033014891096,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.7,0.0,0.0,0.8436879103726223,0.016342739747353226,22.62614963054657,0.4382820594565368,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.7666666666666666,0.0,0.0,0.8629945397769038,0.017295026566735434,23.143917729854582,0.4638206310084546,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.8333333333333334,0.0,0.0,0.8021948620356276,0.015499219162957573,21.513382802009584,0.4156603971992777,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.9,0.0,0.0,0.7969692713604455,0.016766775515143464,21.373242123126985,0.4496539146328048,,,,,,
A,sawyer_window_close,250500,26.818150826119496,0.9666666666666667,0.0,0.0,0.7958616449515731,0.019806593936760274,21.343537631034852,0.531176223547741,,,,,,
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.046371277369623105,1.0,1.0,1.0,0.7958333333333333,0.9583333333333334
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.09274255473924621,1.0,1.0,1.0,0.474,0.792
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.13911383210886932,0.9963333333333333,0.9956666666666667,0.9971666666666666,0.2565,0.6246666666666667
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.18548510947849242,0.9793333333333333,0.9774733333333334,0.9813333333333333,0.142,0.4646666666666667
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.23185638684811552,0.956,0.9535,0.9585,0.0775,0.3478333333333333
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.27822766421773865,0.9196666666666666,0.9163333333333333,0.923,0.03866666666666667,0.267
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.32459894158736174,0.8715,0.86814,0.8755266666666667,0.018,0.20333333333333334
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.37097021895698484,0.8113333333333334,0.8064466666666666,0.8163333333333334,0.006166666666666667,0.14733333333333334
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.41734149632660794,0.723,0.7178333333333333,0.7288,0.0015,0.10683333333333334
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.46371277369623104,0.6553333333333333,0.6487533333333334,0.662,0.0003333333333333333,0.06916666666666667
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.5100840510658542,0.5886666666666667,0.581,0.5955266666666666,0.0,0.044333333333333336
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.5564553284354773,0.5345,0.52778,0.5406933333333334,0.0,0.0255
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.6028266058051004,0.4765,0.4696666666666667,0.48291333333333336,0.0,0.017333333333333333
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.6491978831747235,0.4216666666666667,0.4144733333333333,0.42783333333333334,0.0,0.009833333333333333
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.6955691605443466,0.37633333333333335,0.36966666666666664,0.3825,0.0,0.005333333333333333
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.7419404379139697,0.3338333333333333,0.3278333333333333,0.33936,0.0,0.0028333333333333335
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.7883117152835928,0.3011666666666667,0.29483333333333334,0.30683333333333335,0.0,0.0011666666666666668
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.8346829926532159,0.27066666666666667,0.26480666666666663,0.27669333333333335,0.0,0.0005
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.881054270022839,0.244,0.2385,0.24966666666666668,0.0,0.0003333333333333333
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.9274255473924621,0.21783333333333332,0.21266666666666667,0.223,0.0,0.0003333333333333333
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,0.9737968247620852,0.18966666666666668,0.184,0.19436,0.0,0.00016666666666666666
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.0201681021317084,0.16133333333333333,0.1565,0.166,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.0665393795013314,0.13083333333333333,0.12647333333333333,0.13469333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.1129106568709546,0.1035,0.09964,0.10733333333333334,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.1592819342405776,0.08,0.07664,0.0835,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.2056532116102008,0.063,0.06014,0.066,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.2520244889798238,0.050166666666666665,0.04764,0.05266666666666667,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.298395766349447,0.041833333333333333,0.03947333333333333,0.044333333333333336,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.34476704371907,0.036833333333333336,0.03464,0.039,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.3911383210886932,0.034,0.03133333333333333,0.036026666666666665,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.4375095984583162,0.025333333333333333,0.023333333333333334,0.0275,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.4838808758279394,0.017333333333333333,0.015666666666666666,0.019,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.5302521531975626,0.013,0.011640000000000001,0.014333333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.5766234305671856,0.009,0.007666666666666666,0.010193333333333332,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.6229947079368088,0.006333333333333333,0.005333333333333333,0.0075,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.6693659853064318,0.005666666666666667,0.004666666666666667,0.006666666666666667,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.715737262676055,0.004166666666666667,0.0033333333333333335,0.004833333333333334,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.762108540045678,0.003,0.0023333333333333335,0.0036666666666666666,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.8084798174153012,0.003,0.0023333333333333335,0.0036666666666666666,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.8548510947849242,0.0026666666666666666,0.002,0.0033333333333333335,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.9012223721545474,0.0026666666666666666,0.002,0.0033333333333333335,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.9475936495241704,0.002,0.0015,0.002526666666666666,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,1.9939649268937936,0.0013333333333333333,0.001,0.0018333333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.0403362042634168,0.001,0.0006666666666666666,0.0015,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.0867074816330398,0.0006666666666666666,0.0003333333333333333,0.001,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.1330787590026627,0.0005,0.00016666666666666666,0.0008333333333333334,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.1794500363722857,0.00016666666666666666,0.0,0.0003333333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.225821313741909,0.00016666666666666666,0.0,0.0003333333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.272192591111532,0.00016666666666666666,0.0,0.0003333333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.318563868481155,0.00016666666666666666,0.0,0.0003333333333333333,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.3649351458507786,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.4113064232204016,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.4576777005900245,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.5040489779596475,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.550420255329271,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.596791532698894,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.643162810068517,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.68953408743814,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.7359053648077634,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.7822766421773863,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.8286479195470093,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.8750191969166323,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.9213904742862558,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,2.9677617516558787,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.0141330290255017,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.060504306395125,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.106875583764748,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.153246861134371,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.199618138503994,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.2459894158736176,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.2923606932432405,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.3387319706128635,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.3851032479824865,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.43147452535211,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.477845802721733,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.524217080091356,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.570588357460979,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.6169596348306023,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.6633309122002253,0.0,0.0,0.0,0.0,0.0
B,sawyer_window_close,250500,26.818150826119496,,,,,,,,3.7097021895698483,0.0,0.0,0.0,0.0,0.0
A,sawyer_push,250500,4.791166020294814,0.03333333333333333,0.0,0.0,3.189966871443703,0.023458214564936908,15.283660880327226,0.11239220052031063,,,,,,
A,sawyer_push,250500,4.791166020294814,0.1,0.1825,0.01931280339567511,2.4938539806150812,0.023228015875254172,11.94846845149994,0.1112892803803863,,,,,,
A,sawyer_push,250500,4.791166020294814,0.16666666666666669,0.995,0.003526683994916472,2.357685808549154,0.022567387535630153,11.296064132452011,0.10812410032753592,,,,,,
A,sawyer_push,250500,4.791166020294814,0.23333333333333334,1.0,0.0,2.550571493608845,0.023063638287022868,12.220211472511291,0.11050172006515444,,,,,,
A,sawyer_push,250500,4.791166020294814,0.3,1.0,0.0,2.341385295297594,0.024223170366491676,11.217965667247773,0.11605723076374719,,,,,,
A,sawyer_push,250500,4.791166020294814,0.3666666666666667,1.0,0.0,1.8380115714349938,0.029858896419749304,8.806218585968018,0.14305892992980535,,,,,,
A,sawyer_push,250500,4.791166020294814,0.43333333333333335,1.0,0.0,1.6584841072851626,0.02522950973657631,7.9460727000236515,0.12087876975858161,,,,,,
A,sawyer_push,250500,4.791166020294814,0.5,1.0,0.0,1.8476747469189678,0.023499021198960284,8.85251646399498,0.11258771187864602,,,,,,
A,sawyer_push,250500,4.791166020294814,0.5666666666666667,0.9775,0.007415144974981946,2.0426182464255773,0.025365974851718064,9.786523134708405,0.12153259678120439,,,,,,
A,sawyer_push,250500,4.791166020294814,0.6333333333333333,0.955,0.010365206220813942,2.0748639932862467,0.024716326542611,9.941017861366271,0.11842002387746864,,,,,,
A,sawyer_push,250500,4.791166020294814,0.7,0.975,0.0078062474979979975,1.922443700635351,0.023454623175513185,9.21074693441391,0.11237499357733802,,,,,,
